movie_id,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,plot_keywords,num_critic_for_reviews,duration,director_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
136,Far from Men,David Oelhoffen,Viggo Mortensen,Reda Kateb,Angela Molina,Drama|War|Western,algerian war|based on short story|hostage|teacher|title at the end,102,101,2,,4035,10218,0,19,,7700000,2014,154,7.3,2.35,2000
137,Hansel & Gretel Get Baked,Duane Journey,Molly C. Quinn,Lara Flynn Boyle,Lochlyn Munro,Comedy|Horror,hansel and gretel|lesbian kiss|marijuana|witch|witchcraft,46,86,2,,2806,2634,0,11,,4500000,2013,619,4.3,1.78,0
138,Sardaar Ji,Rohit Jugraj,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh,Romance,,1,141,2,,745,434,2,8,,3000000,2015,85,6.6,,50
139,Starsuckers,Chris Atkins,Richard Curtis,Harvey Weinstein,Elton John,Documentary,celebrity|consumerism|fashion|media manipulation,21,103,2,,474,1683,0,8,,400000,2009,474,7.4,,203
140,Insomnia Manica,Daston Kalili,Daston Kalili,Rai Alexandra,Chin-Chien Chang,Thriller,,,127,2,,16,2,0,3,,500000,2005,0,5.8,1.33,0
141,Jesus People,Jason Naumann,Victoria Jackson,Kate Flannery,Tim Bagley,Comedy|Short,mockumentary|single camera|subtle comedy,,35,2,,31,968,5,,,,2007,219,6.9,,0
142,The Call of Cthulhu,Andrew Leman,Dan Novy,David Mersault,Barry Lynch,Fantasy|Horror|Mystery|Thriller,1920s|cthulhu|dream|sailor|silent film,60,47,2,,6261,43,0,99,,50000,2005,9,7.3,1.33,0
143,Signed Sealed Delivered,Scott Smith,Eric Mabius,Daphne Zuniga,Crystal Lowe,Comedy|Drama,fraud|postal worker|prison|theft|trial,1,87,2,,629,2283,2,6,,,2013,470,7.7,,84
144,Xi you ji zhi: Sun Wukong san da Baigu Jing,Pou-Soi Cheang,Li Gong,Aaron Kwok,Eddie Peng,Action|Adventure|Fantasy,buddhism|demon|journey to the west|monk|monkey king,14,119,3,,1212,1026,1,9,,68005000,2016,107,6,2.35,426
145,Kung Fu Killer,Teddy Chan,Siu-Wong Fan,Charlie Yeung,Wai-Keung Lau,Action|Drama,fight|kung fu|martial arts|police|wire fu,65,100,3,129115,5900,285,2,26,,25000000,2014,68,6.5,2.35,0
146,Bodyguards and Assassins,Teddy Chan,Bingbing Fan,Simon Yam,Nicholas Tse,Action|Drama|History,giant|hong kong|hook and chain|knife fight|martial artist,55,139,3,,6263,1059,0,33,,23000000,2009,155,6.9,2.35,765
147,A Tale of Three Cities,Mabel Cheung,Wei Tang,Ching Wan Lau,Hailu Qin,Drama,,6,130,3,,117,244,1,6,,12000000,2015,27,6.2,2.35,4
148,Gunless,William Phillips,Tyler Mane,Callum Rennie,Dustin Milligan,Action|Comedy|Drama|Western,blacksmith|bounty hunter|duel|gunslinger|wild west,15,89,3,,3015,2876,1,27,,10000000,2010,716,6.5,2.35,850
149,Should've Been Romeo,Marc Bennett,Michael Rapaport,Natasha Henstridge,Costas Mandylor,Comedy|Drama,,2,,3,,38,4991,15,2,,5000000,2012,900,6.7,,35
150,Four Single Fathers,Paolo Monico,Stephanie Szostak,Sarah Rafferty,Salvatore Santone,Comedy,number in title|single father,2,100,3,,118,2890,0,1,,3000000,2009,810,5.1,,32
151,Karachi se Lahore,Wajahat Rauf,Rasheed Naz,Ayesha Omar,Javed Sheikh,Comedy|Family,pakistan|road trip,6,,3,,876,19,9,15,,1000000,2015,5,7,,259
152,Crop Circles: Quest for Truth,William Gazecki,Karen Alexander,Colin Andrews,Francine Blake,Documentary,crop circle|intelligence|paranormal|phenomenon|universe,15,115,3,,204,0,0,13,,750000,2002,0,7,,32
153,Scott Walker: 30 Century Man,Stephen Kijak,Brian Eno,Jacques Brel,Damon Albarn,Biography|Documentary|Music,avant garde|british pop|character name in title|musician|number in title,48,95,3,,1006,119,0,11,,500000,2006,27,7.3,1.85,808
154,The Outrageous Sophie Tucker,William Gazecki,Carol Channing,Bruce Vilanch,Tony Bennett,Documentary,,9,96,3,,38,1235,1,3,,500000,2014,244,7.2,1.33,16
155,My Dog Tulip,Paul Fierlinger,Isabella Rossellini,Peter Gerety,Lynn Redgrave,Animation|Drama,autobiography|dog movie|german shepherd|memoir|old man,51,83,3,246574,1272,1370,0,15,,,2009,277,6.9,1.85,675
156,"Peace, Propaganda & the Promised Land",Sut Jhally,Noam Chomsky,Seth Ackerman,Arik Ascherman,Documentary,arab israeli conflict|israel|media|middle east|palestine,16,80,3,,496,103,3,13,,70000,2004,0,8.3,,110
157,The Image Revolution,Patrick Meaney,Taliesin Jaffe,Greg Aronowitz,Jeff Dowd,Biography|Documentary,comic book|comic book history|comics|spawn|walking dead,7,81,3,,66,70,7,2,,50000,2014,20,7.4,,83
158,Manito,Eric Eason,Franky G,Panchito Gomez,Casper Martinez,Drama|Family,ex convict|graduation|manhattan new york city|older brother is bad influence|washington heights manhattan new york city,28,79,3,,493,243,0,21,,24000,2002,46,7,1.78,61
159,Bang,Ash Baron-Cohen,Peter Greene,Stanley B. Herman,James Noble,Crime|Drama,corruption|homeless|homeless man|motorcycle|urban legend,10,98,3,,438,1186,1,14,,,1995,194,6.4,,20
160,Of Horses and Men,Benedikt Erlingsson,Ingvar Eggert Sigurdsson,Charlotte Boving,Sigridur Maria Egilsdottir,Comedy|Drama|Romance,barbed wire|barbed wire fence|horse|nature|snowstorm,66,81,4,11835,1920,81,0,7,,10000000,2013,10,6.9,2.35,1000
161,Z Storm,David Lam,Michael Wong,Louis Koo,Stephen Au,Action|Crime,,12,92,4,,383,198,1,1,,7000000,2014,82,5.3,2.35,55
162,Aimee & Jaguar,Max Farberbock,Heike Makatsch,Johanna Wokalek,Maria Schrader,Biography|Drama|Romance|War,lesbian mother|lesbian parent|lesbian relationship|lesbian romance|lesbianism,63,125,4,927107,5153,333,1,51,,15000000,1999,66,7.3,1.85,687
163,Animals,Collin Schiffli,Kim Shaw,John Heard,David Dastmalchian,Drama,drug addict|drug addiction|drug use|drugs|junkie,22,90,4,,605,2030,0,8,,,2014,697,6.2,2.35,679
164,Treading Water,Analeine Cal y Mayor,Zoe Kravitz,Douglas Smith,Kim Ly,Comedy|Drama,,10,92,4,,421,1795,1,3,,4700000,2013,480,6.2,,199
165,Hum To Mohabbat Karega,Kundan Shah,Karisma Kapoor,Bobby Deol,Shakti Kapoor,Action|Comedy|Romance|Thriller,elevator|news reporter|police|restaurant|waiter,1,,4,,275,613,2,1,,,2000,89,2.8,,10
166,The Algerian,Giovanni Zelko,Zuhair Haddad,Harry Lennix,Ben Youcef,Action|Romance|Thriller,algeria|algerian|los angeles california|muslim,5,99,4,,101,20218,6,1,,1300000,2014,748,7.6,1.85,221
167,Treachery,Travis Romero,Matthew Ziff,Lorraine Ziff,Michael Biehn,Drama|Thriller,panties|white panties,5,67,4,,344,283939,5,5,,625000,2013,21000,3.9,,0
168,Aroused,Deborah Anderson,Lisa Ann,Jesse Jane,Kayden Kross,Documentary,aroused|photography|pornography documentary|pornstar,16,66,4,,502,1796,0,9,,150000,2013,366,5.3,,207
169,Arn: The Knight Templar,Peter Flinth,Gustaf Skarsgard,Michael Nyqvist,Vincent Perez,Action|Adventure|Drama|Romance|War,first part|holy land|knight templar|monastery|sword and shield,34,270,5,,18041,2762,1,54,,25000000,2007,690,6.6,2.35,0
170,Listening,Khalil Sullins,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger,Drama|Sci-Fi|Thriller,divorce papers|fainting|mind control|playground|technology,17,100,5,,1933,527,0,13,,,2014,134,5.6,2.35,708
171,Ta Ra Rum Pum,Siddharth Anand,Saif Ali Khan,Mary Goggin,Vic Aviles,Comedy|Family|Romance,comeback|family relationships|marriage|new york|racer,16,153,5,872643,2909,902,3,37,,6000000,2007,249,5.4,,108
172,Always Woodstock,Rita Merson,Ryan Guzman,James Wolk,Jason Ritter,Comedy|Music|Romance,claim in title|contraction in title|new york|new york city|woodstock,5,97,5,,485,6085,5,6,,2400000,2014,938,5.3,,107
173,Chocolate: Deep Dark Secrets,Vivek Agnihotri,Emraan Hashmi,Anil Kapoor,Sunil Shetty,Thriller,chocolate|christmas|christmas eve|death|suspect,4,160,5,49000,1524,2024,5,30,,1500000,2005,668,4.8,,31
174,Crying with Laughter,Justin Molotnikov,Jo Hartley,Stephen McCole,Joe Cassidy,Thriller,cocaine|edinburgh scotland|stand up comedian,16,93,5,,190,81,1,6,,,2009,11,6.9,,33
175,The Maid's Room,Michael Walker,Paula Garces,Annabella Sciorra,John Brodsky,Thriller,,8,98,5,,719,1707,0,9,,600000,2013,448,4.5,,128
176,On the Downlow,Tadeo Garcia,Tatiana Suarez-Pico,Michael Cortez,Eric Ambriz,Drama,gang initiation|gunplay|hazing|latino|shakespeare's romeo and juliet,,84,5,,156,62,2,3,,,2004,20,6.1,,22
177,Chiamatemi Francesco - Il Papa della gente,Daniele Luchetti,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere,Biography,,4,98,6,,80,192,0,4,,15000000,2015,57,5.7,,18
178,Airlift,Raja Menon,Nimrat Kaur,Sameer Ali Khan,Purab Kohli,Action|Drama|History|Thriller|War,1990s|businessman|evacuation|historical fiction|kuwait,39,130,6,,30977,151,1,178,,4400000,2016,26,8.5,2.35,10000
179,Rocket Singh: Salesman of the Year,Shimit Amin,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan,Comedy|Drama,boss|computer|honesty|sales|salesman,14,150,6,,11010,1052,1,35,,,2009,22,7.5,,773
180,The Pet,D. Stevens,Magi Avila,Pierre Dulat,Summer Napoles,Drama|Thriller,dominance submissiveness|female nudity|human branding|human pet|power exchange,6,94,6,,425,109,0,24,,1000000,2006,17,3.9,,91
181,The Harvest/La Cosecha,U. Roberto Romano,,,,Documentary,child labor|education|hispanic|labor|migration,3,80,6,2245,57,0,0,2,,560000,2011,,7.2,,88
182,When the Lights Went Out,Pat Holden,Alan Brent,Martin Compston,Kate Ashfield,Horror,father daughter relationship|poltergeist|spirit|stairway|urination,44,86,6,,3813,895,0,27,,,2012,204,5.4,2.35,0
183,Counting,Jem Cohen,,,,Documentary,city|city symphony|diary|essay|surveillance,12,111,6,,61,0,0,1,,50000,2015,,6,1.78,5
184,La Famille Belier,Eric Lartigau,Karin Viard,Eric Elmosnino,Francois Damiens,Comedy|Drama|Music,audition|deaf|family relationships|love|singing,94,106,7,,15060,175,4,27,,11000000,2014,29,7.4,1.85,0
185,The Timber,Anthony O'Brien,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan,Adventure|Drama|Western,,19,81,7,,1274,1020,1,17,,2100000,2015,308,5.5,2.35,380
186,Walter,Anna Mastro,Leven Rambin,Justin Kirk,Virginia Madsen,Comedy|Drama,based on short film|based on short story,10,94,7,,1432,4767,2,19,,700000,2015,945,5.3,,0
187,The Big Swap,Niall Johnson,Kevin Howarth,Mark Caven,Thierry Harcourt,Drama,breasts|female frontal nudity|jealousy|male full frontal nudity|male nudity,4,114,7,,270,37,0,7,,,1998,16,5.6,1.33,29
188,Western Religion,James O'Brien,Mark Fantasia,Vivian Lamolli,Greg Jackson,Adventure|Drama|Fantasy|Thriller|Western,arizona|gambling|gunfighter|poker game|year 1879,5,105,7,,146,2970,0,4,,250000,2015,755,4,,244
189,The Work and the Story,Nathan Smith Jones,Richard Moll,Frank Gerrish,Christopher Robin Miller,Comedy,latter day saints|lds film|mock documentary|mormon|mormonism,1,77,7,,98,516,0,5,,103000,2003,81,5.7,,0
190,Queen Crab,Brett Piper,Michelle Simone Miller,Steve Diasparra,A.J. DeLucia,Action|Sci-Fi|Thriller,,18,80,7,,48,138,0,18,,75000,2015,15,4.5,,34
191,A Perfect Plan,Pascal Chaumeil,Dany Boon,Malonn Levana,Alice Pol,Comedy|Romance,curse|divorce|marriage|tourism|travel,58,104,8,,5525,210,2,11,,17000000,2012,20,6.3,2.35,853
192,Les couloirs du temps: Les visiteurs II,Jean-Marie Poire,Christian Clavier,Philippe Nahon,Marie-Anne Chazel,Comedy|Family|Fantasy|Sci-Fi,jewel|knight|magical potion|sequel|time travel comedy,8,118,8,146072,7147,182,0,16,,140000000,1998,56,6,2.35,136
193,Enter the Dangerous Mind,Youssef Delara,Noel Gugliemi,David Bianchi,Jason Priestley,Thriller,dubstep|tied feet,17,88,8,,704,4469,0,9,,800000,2013,715,5.2,2.35,406
194,The Missing Person,Noah Buschel,Merritt Wever,Amy Ryan,Paul Adelstein,Drama,cellphone|detective|missing person|private detective|train,66,95,8,17580,1268,2749,3,23,,1500000,2009,423,6.2,1.85,195
195,Coffee Town,Brad Copeland,Sunil Narkar,Ben Schwartz,Glenn Howerton,Comedy,barista|coffee|coffee shop|fight|insult,9,87,8,,4204,35796,3,19,,2000000,2013,463,6.6,2.35,0
196,Windsor Drive,Natalie Bible',Tommy O'Reilly,Samaire Armstrong,Matt Cohen,Mystery|Thriller,,7,90,8,,169,3336,1,6,,100000,2015,806,3.2,,312
197,The Ridges,Brandon Landers,Robbie Barnes,Alana Kaniewski,Brandon Landers,Drama|Horror|Thriller,avatar|college|death|tron|university,,143,8,,125,770,0,8,,17350,2011,19,3,,33
198,A Beginner's Guide to Snuff,Mitchell Altieri,Kimberley Crossman,Luke Edwards,Bree Williamson,Comedy|Horror|Thriller,,,87,9,,13,1270,0,,,,2016,258,8.7,,8
199,Goddess of Love,Jon Knautz,Rachel Alig,Monda Scott,Alexis Kendra,Drama|Horror|Mystery|Thriller,female nudity|hallucination|sex scene|strip club|stripper,12,93,10,,522,546,0,5,,,2015,77,5.4,2.35,84
200,Valley of the Heart's Delight,Tim Boxell,Bruce McGill,Diana Scarwid,Tom Bower,Drama,,3,100,10,118666,91,1064,7,3,,2500000,2006,157,6.6,1.85,144
201,Girl House,Jon Knautz,Camren Bicondova,Adam DiMarco,Chasty Ballesteros,Horror|Thriller,college student|disfigured face|house|suicide|website,63,99,10,,4948,2072,0,33,,3150000,2014,382,5.5,2.35,969
202,Fiza,Khalid Mohamed,Karisma Kapoor,Manoj Bajpayee,Jaya Bhaduri,Drama|Romance,mumbai riots|politician|riot|suicide|tragic event,1,167,10,610991,2715,773,3,19,,1000000,2000,186,6.2,2.35,92
203,As It Is in Heaven,Kay Pollak,Michael Nyqvist,Frida Hallgren,Nils-Anders Vallgarda,Comedy|Drama|Music|Romance,amazing grace the hymn|choir|heart attack|hometown|skidding truck,34,133,10,9910,13543,774,15,94,,25000000,2004,24,7.6,1.85,0
204,Namastey London,Vipul Amrutlal Shah,Katrina Kaif,Clive Standen,Riteish Deshmukh,Comedy|Drama|Romance,india|london england|marriage|stereotype|sugarcane,15,128,11,1207007,13577,4004,2,47,,,2007,687,7.3,,341
205,Valley of the Wolves: Iraq,Serdar Akar,Necati Sasmaz,Berguzar Korel,Ghassan Massoud,Action|Adventure,abu ghraib|bomb|christian|explosion|iraq,16,122,11,,14486,808,3,159,,8300000,2006,197,6,1.85,467
206,Chicken Tikka Masala,Harmage Singh Kalirai,Saeed Jaffrey,Zohra Segal,Shobu Kapoor,Comedy|Drama|Romance,acceptance|coming out to family|gay|large family|wedding,10,90,11,,480,244,3,14,,1200000,2005,79,5.8,1.85,172
207,Paa,R. Balki,Vidya Balan,Abhishek Bachchan,Paresh Rawal,Comedy|Drama,adult actor playing minor|politician|progeria|reference to spiderman|school,12,133,12,199228,7295,1045,0,49,,150000000,2009,374,7.2,2.35,504
208,Irreplaceable,Thomas Lilti,Francois Cluzet,Felix Moati,Marianne Denicourt,Comedy|Drama,doctor|hospital|mayor|no opening credits|title at the end,18,102,12,,389,553,2,1,,,2016,8,7.2,,36
209,Little Big Top,Ward Roberts,Sid Haig,Jacob Zachar,Travis Betz,Comedy,amateur|circus|clown|unconsciousness|urination,2,83,12,,110,1244,0,1,,240000,2006,185,6.5,,72
210,Captain Alatriste: The Spanish Musketeer,Agustin Diaz Yanes,Viggo Mortensen,Elena Anaya,Eduardo Noriega,Adventure|Drama|History|Romance|Thriller|War,desire|fighting|king|spain|trap,31,145,13,,10266,11669,1,84,,24000000,2006,1000,6.1,1.85,0
211,Ajami,Scandar Copti,Shahir Kabaha,Scandar Copti,Ranin Karim,Crime|Drama,arab|christian|israeli|palestinian|violence,100,124,13,621240,4999,42,6,32,,,2009,13,7.4,1.85,0
212,The Motel,Michael Kang,Samantha Futerman,Clint Jordan,Jackie Nova,Comedy|Drama,absent father|asian american|friendship between men|motel|mother son relationship,27,75,269,47111,1227,127,1,11,,,2005,8,6.8,1.85,62
213,Running Forever,Mike Mayhall,David Raizor,Cody Howard,Martin Kove,Family,,,88,14,,8,3021,2,,,5000000,2015,763,8.6,,49
214,Gory Gory Hallelujah,Sue Corcoran,Tony Doupe,Sue Corcoran,David Frederick White,Comedy|Fantasy|Horror|Musical,conspiracy|feminist|hippie|motorcycle|slapstick comedy,8,96,14,11798,179,387,2,18,,100000,2003,14,4.7,1.78,39
215,The Woman Chaser,Robinson Devor,Marilyn Rising,Eugene Roche,Max Kerstein,Comedy,car salesman|filmmaking|pulp fiction|santa claus suit|truck driver,18,88,14,110720,524,168,0,22,,1200000,1999,23,7.3,,73
216,"Run, Hide, Die",Collin Joseph Neal,Julianne Gabert,Thomas Brophy,Ronee Collins,Horror|Thriller,,7,75,14,,106,638,0,5,,50000,2012,132,3.7,2.35,225
217,Roadside,Eric England,Jack E. Curenton,Ace Marrero,Alan Pietruszewski,Drama|Horror|Mystery|Thriller,dog|gun|hostage|husband wife relationship|jealousy,15,81,15,,268,1151,0,6,,,2013,94,4.1,16,61
218,Two Lovers and a Bear,Kim Nguyen,Gordon Pinsent,Justin Edward Seale,John Ralston,Drama|Romance,,6,96,16,,33,414,0,6,,8700000,2016,147,7.2,2.35,187
219,The Business of Fancydancing,Sherman Alexie,William Joseph Elk III,Leo Rossi,Cynthia Geary,Drama|Music,funeral|gay|native american protagonist|poet|reservation,12,103,18,174682,460,314,0,14,,200000,2002,90,6.9,,96
220,Tin Can Man,Ivan Kavanagh,Patrick O'Donnell,Michael Parle,Emma Eliza Regan,Horror,,12,83,18,,57,15,0,1,,10000,2007,5,6.7,1.33,105
221,Aberdeen,Hans Petter Moland,Charlotte Rampling,Sara-Marie Maltha,Stellan Skarsgard,Drama,death|ferry|lawyer|norway|vomiting,28,106,19,64148,2601,846,0,35,,6500000,2000,2,7.3,1.85,260
222,Dawn Patrol,Daniel Petrie Jr.,Chris Brochu,Jeff Fahey,Rita Wilson,Drama|Thriller,desert|held at gunpoint|marine|revenge|sex on table,9,88,19,,455,2497,0,13,,3500000,2014,535,4.8,2.35,570
223,Marilyn Hotchkiss' Ballroom Dancing and Charm School,Randall Miller,William Hurt,Elden Henson,Michael Bower,Comedy|Family|Musical|Romance|Short,student film|wonder years,1,34,19,333658,97,1967,0,2,,34000,1990,577,7.1,,16
224,Black November,Jeta Amata,Akon,Nathin Butler,Razaaq Adoti,Action|Crime|Drama|Thriller,color in title|number in title|two word title,6,95,20,,385,409,3,4,,7500000,2012,65,5.6,,389
225,Navy Seals vs. Zombies,Stanton Barrett,Mikal Vega,Michael Dudikoff,Ed Quinn,Action|Horror,building|infection|navy seal|shot through the head|zombie,21,97,20,,928,2849,1,14,,,2015,615,3.4,,0
226,An American Girl Holiday,Nadia Tass,Mia Farrow,Jordan Bridges,Bruce Gooch,Drama|Family,courtship|friend|girl|servant|sister,6,86,20,,1338,828,1,32,,200000,2004,194,7.2,1.33,90
227,Iraq for Sale: The War Profiteers,Robert Greenwald,Scott Helvenston,Katy Helvenston-Wettengal,Donna Zovko,Documentary|War,american politics|armed forces|political corruption|shady|war profiteer,21,75,21,,1477,25,0,24,,750000,2006,0,7.7,1.78,274
228,Outside Bet,Sacha Bennett,Bob Hoskins,Jenny Agutter,Vincent Regan,Comedy,,4,101,22,,243,7206,3,3,,7500000,2012,659,4.8,,223
229,The Touch,Jane Clark,Necar Zadegan,Traci Dinwiddie,Elea Oberon,Romance|Short,lesbian|paris france|period piece|poem|poetess,,7,23,,118,726,0,,,13000,2007,281,5.2,1.85,30
230,The Wave,Dennis Gansel,Max Riemelt,Elyas M'Barek,Jennifer Ulrich,Drama|Thriller,autocracy|based on real events|dictatorship|germany|teacher,93,107,23,,80639,635,0,96,,5000000,2008,150,7.6,2.35,25000
231,Alpha and Omega 4: The Legend of the Saw Toothed Cave,Richard Rich,Debi Derryberry,Kate Higgins,Cindy Robinson,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,blindness|cave|spirit|wolf|wolf cub,2,45,24,,192,236,0,6,,7000000,2014,35,6,,41
232,Funny Ha Ha,Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,Comedy|Drama,mumblecore,43,85,26,,1894,40,1,61,,,2002,6,6.4,1.37,108
233,Alias Betty,Claude Miller,Sandrine Kiberlain,Edouard Baer,Roschdy Zem,Comedy|Crime|Drama|Romance|Thriller,child|criminal|death|depression|novelist,38,103,27,206400,1439,262,0,26,,50000000,2001,59,6.9,,26
234,Godzilla Resurgence,Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action|Adventure|Drama|Horror|Sci-Fi,blood|godzilla|monster|sequel,1,120,28,,374,699,0,13,,,2016,106,8.2,2.35,0
235,Travelers and Magicians,Khyentse Norbu,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,Adventure|Drama,bhutan|buddhist|monk|storytelling|weaver,44,108,28,505295,1747,0,0,28,,1800000,2003,0,7.5,1.85,353
236,My Lucky Star,Dennie Gordon,Leehom Wang,Ruby Lin,Jack Kao,Action|Adventure|Comedy|Romance,,11,114,29,50000,322,219,2,2,,,2013,20,5.1,2.35,81
237,And Then Came Love,Richard Schenkman,Vanessa Williams,Mike Colter,Eartha Kitt,Comedy|Romance,facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor,6,90,29,,443,2504,1,4,,989000,2007,569,4.8,,42
238,Give Me Shelter,Kristin Rizzo,Esai Morales,Robert Davi,Elaine Hendrix,Documentary,independent film,6,90,30,,37,3967,0,2,,250000,2014,683,8,,199
239,Loose Cannons,Ferzan Ozpetek,Riccardo Scamarcio,Alessandro Preziosi,Lunetta Savino,Comedy|Drama|Romance,gay|gay friend|grandmother grandson relationship|heart attack|mother son relationship,81,110,798,,8667,662,9,29,,,2010,26,7.3,2.35,0
240,Operation Chromite,John H. Lee,Liam Neeson,Dean Dawson,Jung-jae Lee,Action|Drama|History|War,,2,115,32,31662,90,14133,1,1,,12620000,2016,81,6.8,,139
241,16 to Life,Becky Smith,Will Rothhaar,Emily Baldoni,Hallee Hirsh,Comedy|Romance,birthday|digit in title|love|masturbation|teenager,3,89,32,,397,1647,1,6,,1000000,2009,261,6.3,1.78,143
242,The Curse of Downers Grove,Derick Martini,Kevin Zegers,Bella Heathcote,Tom Arnold,Drama|Horror|Mystery|Thriller,,32,89,20000,,1040,4968,1,22,,2000000,2015,860,4.5,,0
243,Obitaemyy ostrov,Fedor Bondarchuk,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,Action|Adventure|Sci-Fi,22nd century|first part|friend|guard|space opera,14,115,35,,4387,599,0,21,,29500000,2009,35,5.3,,240
244,Amnesiac,Michael Polish,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,Drama|Horror|Mystery|Thriller,child in peril|electroshock therapy|memory|memory loss|teenage girl,30,90,35,,2157,423,0,15,,3000000,2014,158,4.3,,421
245,Breaking Upwards,Daryl Wein,Zoe Lister-Jones,Heather Burns,Ebon Moss-Bachrach,Romance,,22,88,38,76382,1194,1546,2,8,,15000,2009,212,6.2,2.35,324
246,The Tooth Fairy,Chuck Bowman,P.J. Soles,Lochlyn Munro,Steve Bacic,Horror|Thriller,bare breasts|genital dismemberment|mulching someone|tooth fairy|woodchipper,32,89,42,,1263,2353,0,32,,1500000,2006,555,4.6,1.78,352
247,The Looking Glass,John D. Hancock,Trish Basinger,Elizabeth Stenholt,Mary Norwood,Drama|Music,,4,110,44,1711,82,1440,0,1,,,2015,503,6.6,,175
248,Stargate: The Ark of Truth,Robert C. Cooper,Ben Browder,Christopher Judge,Julian Sands,Action|Adventure|Drama|Fantasy|Sci-Fi,2000s|evil god|space opera|stargate|wormhole,18,97,49,,15862,4334,5,42,,,2008,847,7.4,1.78,389
249,Baahubali: The Beginning,S.S. Rajamouli,Tamannaah Bhatia,Anushka Shetty,Prabhas,Action|Adventure|Drama|Fantasy|War,ancient india|dual role|good versus evil|hindu|kingdom,44,159,50,6498000,62756,554,1,410,,18026148,2015,133,8.4,1.85,21000
